document,topic
acq4875,47
acq4875,50
earn4876,0
earn4876,11
earn4876,34
earn4876,46
earn4877,15
earn4877,34
earn4878,34
earn4878,38
earn4878,51
earn4879,5
earn4879,34
earn4879,42
earn4879,49
gas4880,0
gas4880,1
gas4880,2
gas4880,3
gas4880,6
gas4880,17
gas4880,18
gas4880,19
gas4880,22
gas4880,24
gas4880,37
gas4880,38
gas4880,46
gas4880,47
gas4880,49
gas4880,51
earn4881,0
earn4881,11
earn4881,34
earn4881,46
earn4882,1
earn4882,7
earn4882,33
earn4882,34
earn4882,35
earn4882,38
earn4882,42
earn4882,46
earn4882,48
acq4883,17
acq4883,23
acq4883,25
acq4883,37
acq4883,38
earn4884,34
money-fx4885,2
money-fx4885,13
money-fx4885,16
money-fx4885,22
money-fx4885,28
money-fx4885,32
money-fx4885,40
money-fx4885,42
acq4886,0
acq4886,2
acq4886,10
acq4886,14
acq4886,17
acq4886,18
acq4886,24
acq4886,38
acq4886,40
acq4886,46
acq4886,50
acq4886,51
earn4887,9
earn4887,14
earn4887,42
acq4888,5
acq4888,19
acq4888,24
acq4888,28
acq4888,29
acq4888,38
acq4888,49
earn4889,11
earn4889,33
earn4889,34
earn4890,5
earn4890,9
earn4890,14
earn4890,15
earn4890,42
earn4891,1
earn4891,9
earn4891,29
earn4891,32
earn4891,33
earn4891,42
acq4892,3
acq4892,6
acq4892,25
acq4892,33
acq4892,38
acq4892,45
acq4892,47
earn4893,5
earn4893,9
earn4893,40
cotton4894,0
cotton4894,2
cotton4894,6
cotton4894,7
cotton4894,20
cotton4894,34
cotton4894,41
cotton4894,45
earn4895,0
earn4895,5
earn4895,35
earn4895,47
acq4896,11
acq4896,15
acq4896,24
acq4896,47
acq4897,6
acq4897,8
acq4897,10
acq4897,15
acq4897,24
acq4897,26
acq4897,29
acq4897,33
acq4897,35
acq4897,38
earn4898,13
earn4898,15
earn4898,17
earn4898,22
earn4898,34
earn4898,35
earn4898,38
earn4898,43
earn4898,51
earn4899,5
earn4899,9
earn4899,25
earn4899,41
earn4899,45
earn4899,49
acq4900,0
acq4900,5
acq4900,12
acq4900,14
acq4900,16
acq4900,19
acq4900,35
acq4900,38
earn4901,5
earn4901,30
earn4901,42
earn4901,47
earn4902,5
earn4902,16
earn4902,35
money-supply4903,4
money-supply4903,8
money-supply4903,12
money-supply4903,48
crude4904,0
crude4904,11
crude4904,14
crude4904,15
crude4904,24
crude4904,26
crude4904,29
crude4904,30
crude4904,35
crude4904,37
crude4904,42
crude4904,45
crude4904,48
earn4905,31
earn4905,34
earn4905,47
earn4906,5
earn4906,9
earn4906,40
acq4907,0
acq4907,5
acq4907,10
acq4907,17
acq4907,23
acq4907,30
acq4907,35
acq4907,38
acq4907,39
acq4907,43
acq4908,15
acq4908,16
acq4908,23
acq4908,30
acq4908,38
acq4908,40
acq4908,50
earn4909,1
earn4909,27
earn4909,28
earn4909,32
earn4909,34
earn4909,39
earn4910,14
earn4910,27
earn4910,29
earn4910,35
earn4910,38
earn4910,40
earn4910,50
earn4911,0
earn4911,2
earn4911,5
earn4911,11
earn4911,47
earn4912,34
earn4913,0
earn4913,1
earn4913,6
earn4913,14
earn4913,15
earn4913,17
earn4913,22
earn4913,24
earn4913,35
earn4913,38
earn4913,40
earn4913,43
earn4913,47
earn4914,6
earn4914,8
earn4914,10
earn4914,11
earn4914,21
earn4914,27
earn4914,35
earn4914,41
earn4914,49
earn4915,28
earn4915,31
earn4915,34
earn4915,41
earn4915,51
acq4916,3
acq4916,9
acq4916,10
acq4916,15
acq4916,24
acq4916,27
acq4916,38
acq4916,46
earn4917,30
earn4917,34
coffee4918,5
coffee4918,7
coffee4918,13
coffee4918,18
coffee4918,24
coffee4918,26
coffee4918,40
coffee4918,44
acq4919,0
acq4919,9
acq4919,10
acq4919,38
acq4919,49
acq4919,50
earn4920,0
earn4920,6
earn4920,15
earn4920,22
earn4920,35
earn4920,36
earn4920,42
earn4920,44
earn4920,45
earn4920,47
earn4920,48
sugar4921,4
sugar4921,16
sugar4921,20
sugar4921,24
sugar4921,26
sugar4921,27
sugar4921,40
sugar4921,42
sugar4921,45
earn4922,0
earn4922,26
earn4922,31
earn4922,34
earn4922,43
earn4923,5
earn4923,9
earn4923,37
earn4923,42
earn4924,3
earn4924,5
earn4924,9
earn4924,10
earn4924,11
earn4924,26
earn4924,33
earn4924,38
earn4924,39
earn4924,50
earn4925,5
earn4925,9
earn4925,34
earn4925,36
earn4925,43
earn4926,4
earn4926,11
earn4926,14
earn4926,15
earn4926,33
earn4926,35
earn4926,41
earn4926,45
earn4927,3
earn4927,5
earn4927,9
earn4927,43
earn4928,34
earn4928,46
cocoa4929,10
cocoa4929,15
cocoa4929,18
cocoa4929,24
cocoa4929,25
cocoa4929,29
cocoa4929,32
cocoa4929,39
cocoa4929,40
cocoa4929,45
acq4930,8
acq4930,26
acq4930,32
acq4930,33
acq4930,36
acq4930,38
acq4930,50
acq4931,9
acq4931,11
acq4931,21
acq4931,23
acq4931,27
acq4931,38
acq4931,39
acq4931,43
acq4931,49
earn4932,3
earn4932,21
earn4932,31
earn4932,34
earn4932,48
money-fx4933,2
money-fx4933,5
money-fx4933,11
money-fx4933,13
money-fx4933,24
money-fx4933,38
money-fx4933,45
earn4934,7
earn4934,14
earn4934,23
earn4934,29
earn4934,35
earn4934,38
earn4934,39
earn4934,40
earn4934,47
acq4935,1
acq4935,5
acq4935,9
acq4935,10
acq4935,15
acq4935,16
acq4935,25
acq4935,37
acq4935,38
strategic-metal4936,8
strategic-metal4936,9
strategic-metal4936,11
strategic-metal4936,24
strategic-metal4936,38
strategic-metal4936,41
strategic-metal4936,44
strategic-metal4936,45
strategic-metal4936,46
strategic-metal4936,47
money-supply4937,4
money-supply4938,4
money-supply4938,50
money-supply4939,7
money-supply4939,40
money-supply4939,50
interest4940,2
interest4940,4
interest4940,33
interest4940,40
interest4940,50
acq4941,0
acq4941,2
acq4941,9
acq4941,11
acq4941,33
acq4941,38
earn4942,5
earn4942,16
earn4943,0
earn4943,3
earn4943,5
earn4943,9
earn4943,20
earn4943,28
earn4943,31
earn4944,34
acq4945,5
acq4945,9
acq4945,15
acq4945,38
acq4945,39
earn4946,2
earn4946,6
earn4946,14
earn4946,24
earn4946,32
earn4946,35
earn4946,38
earn4946,40
earn4947,34
earn4947,47
money-supply4948,4
money-supply4948,50
money-supply4949,4
money-supply4949,8
money-supply4950,4
money-supply4950,34
money-supply4950,48
earn4951,9
earn4951,15
earn4951,16
earn4951,40
earn4952,5
earn4952,9
earn4952,24
earn4952,28
earn4952,44
money-supply4953,7
money-supply4953,22
money-supply4953,45
money-supply4953,48
money-supply4953,50
earn4954,25
earn4954,33
earn4954,34
earn4955,5
earn4955,44
money-fx4956,0
money-fx4956,8
money-fx4956,10
money-fx4956,13
money-fx4956,16
money-fx4956,18
money-fx4956,24
money-fx4956,25
money-fx4956,30
money-fx4956,32
money-fx4956,34
money-fx4956,41
money-fx4956,50
crude4957,2
crude4957,13
crude4957,17
crude4957,18
crude4957,23
crude4957,24
crude4957,33
crude4957,37
crude4957,39
crude4957,50
earn4958,32
earn4958,34
earn4958,46
earn4958,49
earn4959,2
earn4959,8
earn4959,15
earn4959,22
earn4959,35
earn4959,36
earn4959,41
earn4959,43
crude4960,2
crude4960,5
crude4960,6
crude4960,7
crude4960,14
crude4960,20
crude4960,23
crude4960,26
crude4960,37
earn4961,1
earn4961,5
earn4961,9
earn4961,48
earn4962,1
earn4962,5
earn4962,9
earn4962,18
earn4962,48
earn4963,9
earn4963,15
earn4963,38
earn4963,50
trade4964,6
trade4964,11
trade4964,22
trade4964,24
trade4964,38
trade4964,39
trade4964,44
trade4964,45
earn4965,2
earn4965,3
earn4965,25
earn4965,34
earn4965,35
earn4965,48
earn4965,49
acq4966,0
acq4966,10
acq4966,15
acq4966,17
acq4966,29
acq4966,36
acq4966,40
gold4967,2
gold4967,3
gold4967,8
gold4967,10
gold4967,14
gold4967,17
gold4967,19
gold4967,20
gold4967,25
gold4967,26
gold4967,30
gold4967,37
gold4967,51
earn4968,16
earn4968,25
earn4968,34
gold4969,2
gold4969,3
gold4969,8
gold4969,10
gold4969,14
gold4969,17
gold4969,19
gold4969,25
gold4969,26
gold4969,30
gold4969,37
gold4969,51
acq4970,0
acq4970,1
acq4970,3
acq4970,11
acq4970,15
acq4970,17
acq4970,19
acq4970,23
acq4970,28
acq4970,36
acq4970,38
acq4970,39
earn4971,2
earn4971,5
earn4971,9
earn4971,11
earn4971,15
earn4971,39
earn4971,48
earn4971,49
acq4972,0
acq4972,13
acq4972,29
acq4972,42
earn4973,0
earn4973,16
earn4973,17
earn4973,22
earn4973,29
earn4973,34
earn4973,37
earn4974,0
earn4974,18
earn4974,31
earn4974,34
earn4974,47
ipi4975,2
ipi4975,4
ipi4975,6
ipi4975,7
ipi4975,11
ipi4975,13
ipi4975,14
ipi4975,19
ipi4975,22
ipi4975,24
ipi4975,25
ipi4975,26
ipi4975,30
earn4976,0
earn4976,14
earn4976,33
earn4976,34
earn4976,40
earn4977,0
earn4977,3
earn4977,7
earn4977,13
earn4977,14
earn4977,17
earn4977,22
earn4977,33
earn4977,35
earn4977,38
earn4977,40
earn4977,41
earn4977,44
earn4977,50
earn4978,20
earn4978,34
earn4978,50
earn4979,9
earn4979,15
earn4979,35
acq4980,10
acq4980,15
acq4980,17
acq4980,20
acq4980,23
acq4980,29
acq4980,39
acq4980,44
acq4980,51
earn4981,5
earn4981,9
earn4981,21
earn4981,30
earn4982,5
earn4983,5
earn4983,7
earn4983,9
earn4983,31
earn4984,11
earn4984,19
earn4984,26
earn4984,33
earn4984,35
earn4984,38
earn4984,41
earn4984,48
earn4985,28
earn4985,31
earn4985,34
earn4985,48
earn4986,17
earn4986,31
earn4986,34
trade4987,2
trade4987,7
trade4987,13
trade4987,14
trade4987,22
trade4987,24
trade4987,26
trade4987,30
trade4987,35
trade4987,40
trade4987,45
trade4987,48
alum4988,3
alum4988,19
alum4988,30
alum4988,39
alum4988,43
alum4988,44
alum4988,50
cpi4989,7
cpi4989,22
cpi4989,45
cpi4990,7
cpi4990,14
cpi4990,22
cpi4990,23
cpi4990,26
cpi4990,27
cpi4990,35
cpi4990,42
cpi4990,45
reserves4991,7
reserves4991,22
reserves4991,48
reserves4991,50
trade4992,6
trade4992,11
trade4992,24
trade4992,25
trade4992,39
trade4992,44
trade4992,45
trade4992,47
trade4992,51
trade4993,0
trade4993,16
trade4993,17
trade4993,24
trade4993,25
trade4993,39
trade4993,44
trade4993,45
earn4994,0
earn4994,3
earn4994,4
earn4994,9
earn4994,10
earn4994,14
earn4994,18
earn4994,25
earn4994,26
earn4994,28
earn4994,35
earn4994,37
earn4994,42
earn4994,46
earn4994,48
earn4994,49
interest4995,2
interest4995,4
interest4995,7
interest4995,14
earn4996,5
earn4996,9
earn4996,31
earn4996,33
earn4996,34
earn4996,48
earn4996,49
earn4997,34
earn4998,5
earn4998,9
earn4998,31
earn4998,33
earn4998,34
earn4998,48
earn4998,49
ipi4999,7
ipi4999,45
earn5000,0
earn5000,6
earn5000,14
earn5000,25
earn5000,32
earn5000,33
earn5000,34
earn5000,37
earn5000,46
earn5000,48
ipi5001,7
ipi5001,18
ipi5001,19
ipi5001,22
ipi5001,27
ipi5001,43
ipi5001,44
ipi5001,45
ipi5001,46
ipi5001,51
gnp5002,8
gnp5002,14
gnp5002,22
gnp5002,45
gnp5002,48
earn5003,0
earn5003,2
earn5003,9
earn5003,14
earn5003,15
earn5003,17
earn5003,24
earn5003,26
earn5003,28
earn5003,29
earn5003,33
earn5003,35
earn5003,37
earn5003,46
earn5003,48
earn5003,49
earn5003,51
earn5004,0
earn5004,4
earn5004,7
earn5004,9
earn5004,10
earn5004,14
earn5004,22
earn5004,24
earn5004,25
earn5004,30
earn5004,32
earn5004,35
earn5004,37
earn5004,41
bop5005,45
bop5005,48
bop5006,45
bop5006,48
sugar5007,4
sugar5007,12
sugar5007,18
sugar5007,19
sugar5007,20
sugar5007,21
sugar5007,24
sugar5007,32
sugar5007,35
sugar5007,39
sugar5007,45
sugar5007,47
ship5008,0
ship5008,1
ship5008,6
ship5008,10
ship5008,11
ship5008,12
ship5008,15
ship5008,16
ship5008,24
ship5008,28
ship5008,31
ship5008,36
ship5008,38
ship5008,44
ship5008,45
ship5008,46
ship5008,49
ship5008,51
sugar5009,2
sugar5009,3
sugar5009,7
sugar5009,10
sugar5009,11
sugar5009,14
sugar5009,18
sugar5009,19
sugar5009,20
sugar5009,21
sugar5009,22
sugar5009,24
sugar5009,25
sugar5009,26
sugar5009,33
sugar5009,37
sugar5009,39
sugar5009,44
sugar5009,45
acq5010,5
acq5010,14
acq5010,24
acq5010,29
acq5010,44
acq5010,45
acq5010,46
acq5010,48
acq5011,0
acq5011,1
acq5011,10
acq5011,15
acq5011,16
acq5011,24
acq5011,28
acq5011,29
acq5011,45
acq5011,47
acq5011,49
acq5011,51
acq5012,1
acq5012,3
acq5012,6
acq5012,11
acq5012,15
acq5012,29
acq5012,40
acq5012,41
acq5012,42
acq5012,45
acq5012,51
ipi5013,1
ipi5013,7
ipi5013,22
ipi5013,30
ipi5013,36
iron-steel5014,5
iron-steel5014,14
iron-steel5014,19
iron-steel5014,22
iron-steel5014,28
iron-steel5014,29
iron-steel5014,32
iron-steel5014,45
iron-steel5014,48
earn5015,0
earn5015,5
earn5015,10
earn5015,15
earn5015,22
earn5015,25
earn5015,28
earn5015,29
earn5015,34
earn5015,46
earn5015,50
earn5015,51
money-fx5016,2
money-fx5016,8
money-fx5016,12
alum5017,7
alum5017,19
alum5017,25
alum5017,26
alum5017,44
alum5017,45
alum5018,7
alum5018,19
alum5018,26
alum5018,45
earn5019,2
earn5019,6
earn5019,14
earn5019,19
earn5019,22
earn5019,24
earn5019,28
earn5019,35
earn5019,42
earn5019,45
earn5019,49
tin5020,3
tin5020,7
tin5020,13
tin5020,19
tin5020,20
tin5020,25
tin5020,26
tin5020,45
carcass5021,6
carcass5021,8
carcass5021,12
carcass5021,14
carcass5021,23
carcass5021,25
carcass5021,26
carcass5021,32
carcass5021,39
carcass5021,44
carcass5021,46
carcass5021,47
carcass5021,48
acq5022,3
acq5022,9
acq5022,13
acq5022,14
acq5022,15
acq5022,16
acq5022,19
acq5022,24
acq5022,30
acq5022,33
acq5022,43
acq5022,45
acq5022,50
earn5023,15
earn5023,24
earn5023,28
earn5023,34
earn5024,2
earn5024,7
earn5024,8
earn5024,10
earn5024,24
earn5024,28
earn5024,29
earn5024,32
earn5024,35
earn5024,46
earn5024,49
trade5025,2
trade5025,14
trade5025,22
trade5025,24
trade5025,28
trade5025,29
trade5025,37
trade5025,40
trade5025,45
trade5025,50
trade5025,51
acq5026,8
acq5026,24
acq5026,26
acq5026,28
acq5026,37
acq5026,38
acq5026,42
acq5026,46
acq5026,51
earn5027,3
earn5027,5
earn5027,9
earn5027,22
earn5027,23
earn5027,33
earn5027,34
earn5027,50
trade5028,0
trade5028,16
trade5028,17
trade5028,24
trade5028,25
trade5028,39
trade5028,44
trade5028,45
money-fx5029,2
money-fx5029,5
money-fx5029,20
money-fx5029,22
money-fx5029,31
money-fx5029,37
money-fx5029,50
trade5030,2
trade5030,4
trade5030,11
trade5030,14
trade5030,22
trade5030,24
trade5030,25
trade5030,39
trade5030,44
trade5030,45
money-fx5031,2
money-fx5031,12
money-fx5031,28
money-fx5031,47
money-fx5031,50
money-fx5032,2
money-fx5032,20
money-fx5032,22
money-fx5032,24
money-fx5032,28
money-fx5033,2
money-fx5033,8
money-fx5033,12
money-fx5033,13
money-fx5033,20
money-fx5033,24
acq5034,0
acq5034,2
acq5034,5
acq5034,7
acq5034,10
acq5034,14
acq5034,15
acq5034,24
acq5034,29
acq5034,50
acq5034,51
sugar5035,4
sugar5035,15
sugar5035,20
sugar5035,24
sugar5035,26
sugar5035,27
sugar5035,36
sugar5035,38
sugar5035,39
sugar5035,40
sugar5035,45
money-fx5036,2
money-fx5036,20
money-fx5036,50
acq5037,1
acq5037,6
acq5037,13
acq5037,21
acq5037,23
acq5037,25
acq5037,28
acq5037,37
acq5037,48
acq5037,51
trade5038,2
trade5038,4
trade5038,6
trade5038,10
trade5038,14
trade5038,15
trade5038,19
trade5038,22
trade5038,23
trade5038,24
trade5038,25
trade5038,26
trade5038,29
trade5038,32
trade5038,37
trade5038,45
trade5038,46
trade5038,48
cpi5039,7
cpi5039,22
cpi5039,27
cpi5039,45
earn5040,25
earn5040,34
earn5040,35
earn5040,41
cpi5041,7
cpi5042,0
cpi5042,6
cpi5042,7
cpi5042,25
cpi5042,26
cpi5042,27
cpi5042,30
cpi5042,31
cpi5042,37
cpi5042,40
cpi5042,42
cpi5042,46
cpi5042,47
earn5043,5
earn5043,9
earn5043,10
earn5043,15
earn5043,43
ship5044,6
ship5044,12
ship5044,18
ship5044,24
ship5044,36
ship5044,40
ship5044,41
earn5045,0
earn5045,21
earn5045,34
ship5046,2
ship5046,6
ship5046,15
ship5046,20
ship5046,25
ship5046,28
ship5046,43
ship5046,45
ship5046,49
earn5047,21
earn5047,31
earn5047,34
earn5047,48
ship5048,7
ship5048,14
ship5048,19
ship5048,22
ship5048,39
ship5048,40
interest5049,4
interest5049,7
interest5049,15
interest5049,30
interest5049,42
earn5050,3
earn5050,7
earn5050,8
earn5050,13
earn5050,14
earn5050,22
earn5050,24
earn5050,28
earn5050,35
earn5050,37
earn5050,45
earn5050,49
acq5051,29
acq5051,51
earn5052,34
earn5053,0
earn5053,5
earn5053,9
cocoa5054,2
cocoa5054,7
cocoa5054,18
cocoa5054,24
cocoa5054,29
cocoa5054,32
cocoa5054,40
acq5055,9
acq5055,15
acq5055,29
acq5055,36
acq5055,39
acq5055,47
acq5055,51
earn5056,31
earn5056,48
earn5057,1
earn5057,4
earn5057,22
earn5057,35
acq5058,8
acq5058,11
acq5058,19
acq5058,24
acq5058,30
acq5058,38
acq5058,40
acq5058,50
acq5058,51
money-fx5059,2
money-fx5059,12
money-fx5059,18
money-fx5059,28
money-fx5060,2
money-fx5060,8
money-fx5060,12
money-fx5060,15
money-fx5060,24
money-fx5060,25
money-fx5060,28
money-fx5060,38
money-fx5060,50
acq5061,10
acq5061,34
acq5061,38
acq5061,45
acq5061,46
acq5062,10
acq5062,11
acq5062,14
acq5062,15
acq5062,23
acq5062,29
acq5062,40
acq5062,47
earn5063,11
earn5063,18
earn5063,33
earn5063,34
earn5063,43
acq5064,5
acq5064,15
acq5064,49
acq5064,51
earn5065,1
earn5065,17
earn5065,30
earn5065,31
earn5065,33
earn5065,34
earn5065,35
earn5065,38
earn5065,49
earn5066,34
earn5067,9
earn5067,10
earn5067,15
earn5067,29
earn5067,38
earn5067,41
earn5067,44
acq5068,5
acq5068,9
acq5068,11
acq5068,17
acq5068,18
acq5068,21
acq5068,28
acq5068,31
acq5068,35
acq5068,48
acq5069,3
acq5069,11
acq5069,14
acq5069,15
acq5069,17
acq5069,23
acq5069,25
acq5069,29
acq5069,35
acq5069,38
acq5069,42
acq5069,46
acq5069,47
earn5070,29
earn5070,34
earn5070,35
earn5070,48
earn5071,5
earn5072,5
earn5072,7
earn5072,18
earn5072,27
earn5072,35
earn5072,37
earn5072,41
earn5072,43
acq5073,11
acq5073,18
acq5073,19
acq5073,22
acq5073,38
acq5073,43
earn5074,0
earn5074,1
earn5074,2
earn5074,7
earn5074,22
earn5074,24
earn5074,26
earn5074,29
earn5074,35
earn5074,47
earn5074,48
earn5074,51
acq5075,6
acq5075,12
acq5075,18
acq5075,23
acq5075,24
acq5075,26
acq5075,46
acq5075,47
earn5076,3
earn5076,13
earn5076,31
earn5076,34
earn5076,35
earn5076,45
cocoa5077,24
cocoa5077,29
cocoa5077,40
acq5078,10
acq5078,34
acq5078,38
acq5078,42
acq5078,46
acq5079,5
acq5079,29
acq5079,47
trade5080,2
trade5080,10
trade5080,12
trade5080,16
trade5080,24
trade5080,29
trade5080,32
trade5080,39
trade5080,42
trade5080,44
trade5080,45
trade5080,46
trade5080,47
trade5080,48
trade5080,51
acq5081,38
acq5081,40
acq5081,44
earn5082,28
earn5082,32
earn5082,34
acq5083,5
acq5083,15
acq5083,24
acq5083,29
acq5083,42
acq5083,51
interest5084,2
interest5084,8
acq5085,3
acq5085,7
acq5085,10
acq5085,13
acq5085,18
acq5085,28
acq5085,33
acq5085,35
acq5085,36
acq5085,38
acq5085,42
acq5085,45
acq5085,46
earn5086,0
earn5086,3
earn5086,13
earn5086,14
earn5086,24
earn5086,25
earn5086,35
earn5086,43
earn5086,45
earn5086,46
cocoa5087,18
cocoa5087,24
cocoa5087,40
earn5088,4
earn5088,14
earn5088,19
earn5088,28
earn5088,31
earn5088,34
earn5088,35
earn5088,38
earn5088,41
earn5088,42
acq5089,1
acq5089,3
acq5089,4
acq5089,8
acq5089,11
acq5089,14
acq5089,22
acq5089,23
acq5089,24
acq5089,28
acq5089,29
acq5089,35
acq5089,38
acq5089,43
acq5089,44
acq5089,46
earn5090,34
earn5091,5
earn5091,45
cocoa5092,18
cocoa5092,24
cocoa5092,30
cocoa5092,40
earn5093,0
earn5093,5
earn5093,6
earn5093,7
earn5093,9
earn5093,10
earn5093,15
earn5093,17
earn5093,36
earn5093,51
earn5094,21
earn5094,34
earn5095,3
earn5095,34
earn5095,35
cocoa5096,7
cocoa5096,16
cocoa5096,24
cocoa5096,26
cocoa5096,29
cocoa5096,40
cocoa5097,24
cocoa5097,30
cocoa5097,40
cocoa5097,43
acq5098,15
acq5098,24
acq5098,27
acq5098,28
acq5098,29
acq5098,38
acq5098,50
acq5098,51
earn5099,1
earn5099,3
earn5099,9
earn5099,25
earn5099,35
earn5100,6
earn5100,11
earn5100,19
earn5100,35
earn5100,41
acq5101,6
acq5101,9
acq5101,10
acq5101,17
acq5101,38
acq5101,41
acq5101,50
nat-gas5102,0
nat-gas5102,6
nat-gas5102,12
nat-gas5102,14
nat-gas5102,23
nat-gas5102,29
nat-gas5102,30
nat-gas5102,35
nat-gas5102,36
nat-gas5102,37
nat-gas5102,38
nat-gas5102,39
nat-gas5102,41
nat-gas5102,44
nat-gas5102,46
earn5103,33
earn5103,34
earn5103,35
earn5103,43
acq5104,3
acq5104,11
acq5104,15
acq5104,24
acq5104,38
acq5104,40
earn5105,34
trade5106,8
trade5106,24
trade5106,38
trade5106,39
trade5106,41
trade5106,44
trade5106,45
earn5107,23
earn5107,31
earn5107,34
earn5107,47
earn5108,9
earn5108,24
earn5108,31
earn5108,34
earn5108,42
earn5108,49
earn5109,9
earn5109,23
earn5109,51
cotton5110,0
cotton5110,2
cotton5110,7
cotton5110,10
cotton5110,12
cotton5110,14
cotton5110,15
cotton5110,17
cotton5110,20
cotton5110,22
cotton5110,24
cotton5110,26
cotton5110,30
cotton5110,40
cotton5110,45
cotton5110,47
cotton5110,49
earn5111,34
acq5112,7
acq5112,10
acq5112,25
acq5112,28
acq5112,38
acq5112,42
acq5112,43
acq5112,44
earn5113,5
earn5114,10
earn5114,20
earn5114,31
earn5114,35
interest5115,1
interest5115,2
interest5115,4
interest5115,6
interest5115,10
interest5115,16
interest5115,24
interest5115,26
interest5115,43
interest5115,50
earn5116,5
earn5116,9
earn5116,17
earn5116,23
earn5116,30
earn5116,51
earn5117,1
earn5117,13
earn5117,15
earn5117,22
earn5117,24
earn5117,28
earn5117,35
earn5117,38
earn5117,42
earn5117,43
earn5117,44
earn5117,48
earn5117,49
acq5118,0
acq5118,2
acq5118,10
acq5118,16
acq5118,27
acq5118,35
acq5118,38
acq5118,42
acq5118,47
cpi5119,2
cpi5119,7
cpi5119,11
cpi5119,12
cpi5119,22
cpi5119,24
cpi5119,25
cpi5119,26
cpi5119,27
cpi5119,30
cpi5119,35
cpi5119,49
acq5120,0
acq5120,1
acq5120,2
acq5120,10
acq5120,15
acq5120,16
acq5120,29
acq5120,35
acq5120,38
acq5120,39
acq5120,47
earn5121,33
earn5121,34
earn5121,43
ship5122,3
ship5122,4
ship5122,10
ship5122,12
ship5122,14
ship5122,17
ship5122,18
ship5122,24
ship5122,27
ship5122,29
ship5122,40
ship5122,47
ship5122,51
earn5123,1
earn5123,11
earn5123,23
earn5123,34
acq5124,13
acq5124,15
acq5124,24
acq5124,25
acq5124,28
acq5124,30
acq5124,38
acq5124,42
acq5124,43
acq5124,45
acq5124,47
acq5124,51
earn5125,34
earn5125,42
earn5125,46
earn5125,48
earn5126,5
earn5126,42
earn5126,46
earn5127,9
earn5127,11
earn5127,17
earn5127,41
earn5128,34
earn5128,47
earn5128,51
acq5129,9
acq5129,13
acq5129,15
acq5129,21
acq5129,38
acq5129,43
pet-chem5130,19
pet-chem5130,23
pet-chem5130,27
pet-chem5130,29
pet-chem5130,37
pet-chem5130,38
pet-chem5130,43
pet-chem5130,45
pet-chem5130,47
pet-chem5130,50
cocoa5131,4
cocoa5131,15
cocoa5131,18
cocoa5131,24
cocoa5131,26
cocoa5131,30
cocoa5131,37
cocoa5131,40
acq5132,9
acq5132,21
acq5132,38
cocoa5133,15
cocoa5133,24
cocoa5133,29
cocoa5133,30
cocoa5133,39
cocoa5133,40
acq5134,21
acq5134,29
acq5134,51
money-supply5135,7
money-supply5135,23
money-supply5135,50
alum5136,2
alum5136,3
alum5136,4
alum5136,6
alum5136,9
alum5136,13
alum5136,15
alum5136,19
alum5136,22
alum5136,24
alum5136,25
alum5136,27
alum5136,28
alum5136,30
alum5136,33
alum5136,36
alum5136,38
alum5136,39
alum5136,45
money-supply5137,48
money-supply5137,50
acq5138,4
acq5138,10
acq5138,21
acq5138,23
acq5138,26
acq5138,29
acq5138,32
acq5138,38
acq5138,40
acq5138,43
acq5138,49
earn5139,33
earn5139,34
earn5140,31
earn5140,34
earn5141,1
earn5141,31
earn5141,34
earn5141,38
earn5141,47
earn5142,31
earn5142,33
earn5142,34
earn5142,35
earn5142,41
earn5142,46
earn5143,12
earn5143,16
earn5143,25
earn5143,31
earn5143,34
income5144,7
income5144,17
income5144,28
income5145,4
income5145,6
income5145,7
income5145,17
income5145,28
income5145,30
income5145,35
income5145,49
money-fx5146,2
money-fx5146,11
money-fx5146,21
money-fx5146,22
money-fx5146,29
money-fx5146,39
money-fx5146,45
money-fx5146,48
money-fx5146,50
money-fx5146,51
trade5147,0
trade5147,6
trade5147,10
trade5147,14
trade5147,24
trade5147,25
trade5147,39
trade5147,44
trade5147,45
trade5147,51
earn5148,5
earn5148,10
earn5148,28
earn5148,34
earn5148,38
earn5148,45
earn5149,5
earn5149,10
earn5149,28
earn5149,34
earn5149,38
earn5149,45
earn5150,5
earn5150,10
earn5150,34
earn5150,38
earn5150,39
earn5151,10
earn5151,17
earn5151,28
earn5151,33
earn5151,34
earn5151,35
cocoa5152,1
cocoa5152,18
cocoa5152,24
cocoa5152,26
cocoa5152,30
cocoa5152,40
rubber5153,3
rubber5153,20
rubber5153,22
rubber5153,26
rubber5153,32
rubber5153,48
money-fx5154,2
money-fx5154,13
money-fx5154,22
money-fx5154,24
money-fx5154,25
money-fx5154,29
money-fx5154,36
money-fx5154,37
money-fx5154,39
money-fx5154,41
money-fx5154,45
money-fx5154,48
money-fx5154,50
cocoa5155,24
cocoa5155,40
cocoa5155,45
cocoa5155,47
money-fx5156,2
money-fx5156,11
money-fx5156,13
money-fx5156,16
money-fx5156,22
money-fx5156,24
money-fx5156,36
money-fx5156,39
money-fx5156,44
money-fx5156,45
trade5157,6
trade5157,11
trade5157,24
trade5157,26
trade5157,29
trade5157,39
trade5157,44
trade5157,45
trade5158,16
trade5158,24
trade5158,29
trade5158,40
trade5158,45
trade5158,50
crude5159,22
crude5159,24
crude5159,26
crude5159,36
crude5159,37
crude5159,48
crude5159,50
money-fx5160,2
money-fx5160,3
money-fx5160,8
money-fx5160,9
money-fx5160,10
money-fx5160,13
